,Tenure,DummyStreamingMovies,DummyStreamingTV,DummyContract,DummyMultiple,DummyTechie,DummyInternetService,DummyDeviceProtection,DummyOnlineBackup,DummyPhone
3875,7.624,1,1,0,0,0,1,0,1,1
9306,64.317,1,1,0,0,0,0,1,0,1
8073,47.396,1,0,0,1,0,1,0,1,1
7417,38.368,1,1,0,1,1,1,0,0,1
8275,71.156,1,0,0,0,0,0,1,0,1
352,10.975,1,0,1,1,0,1,0,0,1
179,5.522,0,1,1,0,0,1,1,1,1
8638,49.269,0,0,1,1,0,1,0,0,1
5198,67.209,1,1,1,1,1,0,1,1,1
7663,65.987,0,1,0,1,0,1,0,1,1
4171,5.062,0,0,0,0,0,1,0,0,1
7248,53.915,1,0,0,0,0,0,0,0,1
2865,5.603,0,1,0,0,0,1,0,0,1
5246,54.912,1,1,0,0,0,0,1,1,1
7724,58.208,0,0,0,1,1,1,1,0,1
5978,58.966,0,0,1,0,0,1,0,1,1
9335,68.958,0,1,0,0,0,1,0,0,0
2497,12.615,0,1,1,0,1,0,1,1,1
1992,21.674,0,1,1,1,1,1,1,0,1
7232,71.386,1,1,0,0,0,0,1,1,1
2421,11.118,0,1,0,1,0,1,0,1,0
6086,56.792,0,1,1,0,0,0,1,0,1
6417,61.198,1,0,1,1,0,1,1,0,1
8819,68.474,1,0,0,0,1,1,0,0,1
362,10.167,0,1,1,1,0,0,0,0,1
801,4.612,1,1,1,1,0,0,0,0,1
3987,9.82,0,1,0,1,1,1,0,0,1
2801,8.316,1,0,0,0,1,0,1,0,1
8218,56.079,0,1,1,0,0,0,1,1,1
6087,60.205,0,1,1,0,1,0,0,1,1
3248,9.881,0,1,0,1,0,0,1,1,1
4515,8.388,0,1,0,0,0,1,1,1,1
3284,1.933,1,0,0,1,0,0,1,0,1
1675,8.398,1,1,0,1,0,1,1,1,1
137,7.251,0,1,0,1,0,0,1,1,1
1998,6.093,0,1,1,1,0,1,1,1,1
3522,3.662,0,0,0,0,0,1,0,0,1
1592,11.078,1,0,0,1,0,1,1,0,1
7181,48.259,0,1,0,1,0,0,1,1,1
8830,65.67,1,1,0,0,0,1,1,1,1
2069,12.855,0,1,0,0,0,0,0,1,1
9046,58.457,1,0,1,0,0,0,0,0,1
4330,3.657,1,0,0,0,0,1,1,1,1
7938,47.409,1,1,0,1,0,0,0,0,1
6268,51.952,1,0,0,0,0,0,0,0,1
2272,6.404,1,1,0,0,1,0,1,1,1
214,15.85,1,1,0,1,0,0,1,0,0
8542,45.753,1,1,0,1,0,1,1,1,1
5016,55.111,0,1,0,1,0,0,0,1,1
4819,3.876,1,0,1,1,1,0,0,1,1
865,1.902,1,1,0,1,0,0,0,0,1
7032,71.636,1,0,0,0,1,0,0,1,1
7929,48.365,1,0,1,0,0,0,0,0,1
7258,61.826,0,1,1,1,0,1,0,1,1
3945,25.432,1,1,0,1,0,1,1,0,1
4381,6.918,0,0,0,1,1,1,0,0,1
3402,3.546,0,1,0,1,0,0,0,0,1
2340,13.241,0,1,0,0,0,1,0,1,1
821,24.191,1,1,0,0,0,1,0,1,1
3952,3.082,1,1,1,0,0,0,0,1,1
3514,9.069,0,0,0,0,0,1,0,1,1
6374,66.075,0,1,1,1,0,1,1,1,1
1179,8.509,0,1,0,0,0,0,1,1,1
9294,64.116,1,1,0,1,1,0,0,1,1
3746,5.962,1,1,0,1,0,1,1,1,0
1949,22.044,1,1,0,0,0,0,1,0,1
4496,2.284,1,1,0,0,0,0,1,0,1
824,5.691,0,1,0,0,0,0,1,1,0
1476,16.372,1,1,0,0,0,0,1,0,1
3789,2.556,1,1,0,0,0,0,1,0,1
9501,65.445,0,1,1,1,0,1,1,1,1
910,9.638,0,0,0,0,0,1,1,1,1
8303,65.228,1,1,0,1,0,0,0,0,1
4479,2.006,1,1,0,1,0,1,1,1,1
68,12.242,0,1,0,1,0,0,0,0,1
9386,63.175,1,0,1,1,0,1,1,1,1
3599,5.76,1,1,0,0,0,0,0,1,1
5642,64.913,1,0,0,0,0,1,0,1,1
8046,70.998,0,1,0,1,0,0,1,1,1
8918,51.808,0,0,1,0,0,1,0,0,1
799,28.87,0,1,0,0,0,0,0,1,1
1344,9.629,1,0,0,1,1,1,0,0,1
4346,19.788,1,0,0,0,0,0,1,1,1
1014,11.425,1,1,0,0,0,1,0,0,0
7180,58.872,0,0,0,1,0,1,1,0,1
3467,18.806,1,0,0,0,0,1,1,1,1
5705,70.229,1,0,0,1,1,0,1,1,1
492,6.935,0,0,0,0,0,0,0,1,1
7042,56.083,1,1,0,1,0,0,1,0,0
3656,8.161,0,0,1,0,0,1,1,0,1
3721,7.736,1,0,0,0,0,1,1,1,1
2097,11.503,1,1,0,1,0,0,1,0,1
9396,49.729,1,0,0,1,0,0,1,0,1
1134,18.664,0,0,0,1,0,0,0,1,1
3914,5.145,1,1,0,0,0,1,0,1,1
9440,42.478,1,1,0,1,0,1,0,1,0
5616,51.585,1,0,0,0,0,1,0,0,1
3104,1.892,1,0,0,1,0,0,1,0,1
7119,60.451,0,0,0,0,0,0,1,1,1
748,3.737,1,0,0,1,0,0,0,1,1
529,2.051,0,1,0,1,1,0,1,0,1
9399,61.275,0,1,0,1,0,1,0,0,0
8624,55.516,1,1,0,1,0,0,1,0,0
2993,13.449,1,0,0,1,1,0,0,0,1
989,6.069,0,1,0,0,0,1,0,0,1
9713,63.186,0,0,0,0,0,1,1,1,0
4594,3.795,0,0,0,0,0,0,0,0,1
8386,59.352,0,1,0,0,0,0,0,0,1
502,5.101,0,0,1,0,1,0,0,1,1
1603,2.732,0,0,0,1,0,1,0,0,1
3078,17.215,1,0,0,0,0,0,1,0,1
6964,67.861,1,0,0,0,0,1,1,0,1
1746,13.287,1,1,0,0,0,0,1,0,1
5901,70.735,0,1,0,0,0,0,0,1,1
3935,8.309,1,0,0,1,0,1,0,1,0
2034,7.376,1,0,0,0,0,0,0,1,1
1660,11.826,1,0,0,0,0,0,0,1,1
672,13.803,0,0,1,0,0,0,0,0,1
8111,69.069,1,1,0,0,0,0,0,0,1
1428,11.445,0,0,0,1,0,0,1,0,0
884,4.85,0,0,1,0,0,1,0,1,1
5402,67.898,0,0,0,1,1,0,1,1,1
4411,4.055,0,0,0,1,0,0,1,0,1
3230,2.194,0,0,0,0,0,1,1,0,1
6381,60.912,1,1,0,1,1,1,0,0,1
1045,13.377,0,1,0,1,0,0,1,1,0
5832,71.581,0,1,0,0,1,0,0,0,1
7648,64.923,0,0,0,0,0,0,1,1,1
5387,70.694,1,1,1,1,0,0,0,1,1
646,6.358,0,0,1,1,1,0,1,0,1
5918,69.902,0,0,1,0,1,0,0,1,1
9263,50.979,1,0,1,0,0,1,0,0,1
3091,16.882,1,0,1,0,0,0,1,1,1
9743,44.011,1,0,0,0,0,0,0,0,1
6107,64.549,1,0,0,1,0,1,1,1,1
1907,1.513,0,1,0,0,1,0,0,1,1
8301,71.928,1,0,0,0,0,1,1,1,1
1528,7.843,0,1,0,1,0,1,0,1,1
9215,66.946,1,0,0,0,0,1,0,0,1
5890,46.551,0,1,1,0,0,0,1,0,1
2532,8.457,1,1,0,0,0,1,1,0,0
8141,60.07,1,0,0,0,0,0,0,1,1
7598,71.369,0,0,1,0,0,0,1,1,1
3218,9.557,1,1,0,0,0,0,0,1,1
3024,7.343,1,1,1,1,0,1,0,1,1
4153,12.631,1,0,0,0,0,1,0,0,1
7349,44.922,1,1,0,0,0,0,1,1,1
7135,54.077,0,0,0,0,0,0,1,0,1
5082,58.436,1,0,0,0,0,1,0,0,1
6468,60.882,1,1,0,0,0,0,0,1,1
9001,69.92,1,1,0,1,0,1,0,0,1
3509,19.423,1,0,0,1,0,1,0,0,1
7164,63.699,0,0,0,0,0,0,0,1,1
6669,56.082,1,0,0,1,0,0,0,1,1
8271,69.721,1,0,0,0,1,0,1,1,1
667,2.217,0,0,0,0,0,1,0,1,1
5448,65.78,1,1,0,1,0,0,0,1,1
7287,65.931,1,0,0,1,0,1,0,0,1
6093,49.509,0,0,0,0,1,0,1,0,1
1899,2.872,0,1,0,0,0,0,0,0,1
9318,63.109,0,1,1,1,0,1,1,1,1
6202,45.828,1,0,0,1,0,1,1,1,1
1056,13.004,0,1,0,1,0,0,1,1,1
5513,55.045,0,1,0,1,0,1,0,0,1
5235,71.529,0,0,0,0,0,1,0,0,1
6222,57.595,1,1,0,0,0,0,1,0,1
9452,52.92,0,0,0,1,0,1,1,1,1
8639,52.272,1,1,0,0,0,0,1,1,1
4706,4.219,0,0,0,1,0,1,0,1,1
318,7.273,1,1,0,0,1,1,0,1,1
9546,56.317,0,0,0,0,0,0,0,1,1
2783,18.944,1,1,0,0,0,0,0,1,1
2677,12.145,1,0,0,0,0,1,0,0,1
9588,66.563,0,0,0,0,0,1,0,1,1
7999,66.217,1,1,0,0,0,1,0,1,0
3477,5.482,0,1,0,1,1,1,1,0,1
9598,61.525,0,1,0,0,0,1,1,0,1
3703,17.188,1,1,0,1,0,0,1,1,1
3766,8.249,1,0,0,1,0,1,1,0,1
1845,17.318,1,1,0,0,0,0,1,0,1
210,4.526,0,1,0,0,0,1,0,0,0
7017,60.125,0,0,0,0,0,1,1,0,0
4448,6.737,1,1,0,0,0,0,1,1,1
7189,43.591,0,1,0,0,0,1,0,1,1
2587,11.647,1,0,1,0,0,1,1,0,1
580,1.085,0,0,0,1,0,1,0,0,1
3603,9.57,0,0,1,1,0,0,1,0,0
936,10.504,1,0,1,0,0,0,1,0,1
4545,6.506,0,0,0,0,0,1,0,1,1
1671,4.304,0,0,1,0,1,0,0,1,1
4100,11.95,1,1,0,0,0,1,1,1,1
6130,62.669,1,0,0,1,0,0,1,0,1
7854,58.971,1,1,1,0,0,0,0,1,1
5502,68.969,1,1,0,0,0,1,1,1,0
3080,4.268,1,0,0,1,0,0,0,0,1
2544,22.737,0,0,0,1,0,1,1,1,1
268,7.426,1,1,0,1,0,0,0,0,0
4826,1.53,1,1,0,0,0,1,0,1,1
4222,4.193,0,1,0,1,0,1,1,1,0
3135,8.719,1,1,0,1,0,1,0,0,1
4467,2.427,1,1,0,1,0,0,0,0,1
6919,68.139,0,0,1,1,0,1,1,0,1
9163,39.628,0,1,0,1,0,1,1,0,1
3861,2.018,1,1,1,1,0,1,0,0,1
9623,68.033,1,0,0,1,0,0,0,0,1
4567,2.804,0,1,0,1,0,0,0,1,1
486,3.82,1,1,0,1,1,1,1,1,1
2842,3.631,0,0,0,0,1,1,0,0,1
506,18.77,0,1,0,0,0,0,0,1,1
4488,11.943,1,0,0,1,0,1,0,0,0
2755,8.612,0,1,0,1,0,0,0,0,1
5609,61.48,0,1,0,0,0,1,1,1,1
6017,63.543,1,1,1,1,0,1,0,1,1
794,4.933,0,1,0,1,0,1,1,1,1
8006,61.355,0,1,0,1,0,1,0,0,1
1738,14.93,0,1,0,0,0,0,0,0,1
9062,66.152,1,1,1,0,0,0,0,0,1
4083,4.916,0,0,0,1,0,0,0,1,1
5894,66.943,0,1,0,1,1,1,1,0,1
3470,3.152,0,1,0,0,0,1,0,1,1
9921,65.212,0,0,0,0,0,0,0,0,1
5495,63.422,0,0,1,1,0,0,1,1,1
8379,56.647,0,0,0,1,0,1,1,0,1
4694,8.39,0,0,1,0,0,1,0,0,1
9123,64.631,0,1,1,1,1,0,1,1,1
9869,41.729,0,1,0,1,0,0,1,0,0
2389,2.062,1,0,0,0,0,1,1,0,1
2736,1.992,1,1,1,0,0,1,0,0,0
6827,47.427,0,0,0,1,0,1,0,0,1
9365,60.346,1,1,0,1,0,1,1,0,1
4747,4.116,0,0,1,0,0,1,1,0,1
5818,67.902,1,1,0,1,0,1,1,0,1
808,9.162,0,0,0,1,1,1,0,1,1
3411,9.3,0,0,0,1,0,1,1,1,1
1231,15.325,1,0,0,1,0,0,0,1,1
5431,57.319,1,0,0,0,0,0,0,0,1
2868,9.842,1,1,0,0,0,0,0,1,1
1991,5.413,1,0,0,0,0,1,0,1,1
5266,68.069,1,0,1,1,1,0,1,1,1
703,5.759,0,1,0,0,0,1,1,1,1
7892,63.986,0,0,0,1,0,1,1,0,1
3961,4.017,1,0,1,0,0,1,0,0,1
1246,10.36,0,1,1,1,0,1,0,0,1
2714,17.987,1,0,1,0,0,0,1,1,1
9338,53.542,0,0,0,1,0,0,0,0,1
9092,62.832,0,1,1,1,0,0,0,0,1
4082,1.69,1,0,0,0,0,0,1,1,1
233,16.071,0,0,0,1,0,1,1,0,1
5576,62.849,0,0,1,0,0,0,0,1,1
1277,14.394,1,0,0,1,0,0,0,1,1
9486,68.884,0,1,0,1,0,1,0,0,1
5338,53.711,0,1,1,1,0,0,1,1,1
5551,59.015,0,1,0,0,0,1,0,0,1
3293,7.267,0,0,0,0,1,1,1,1,1
7611,68.595,0,1,0,1,0,0,1,1,1
9416,57.493,0,1,1,0,0,0,1,1,1
9677,54.172,0,1,0,0,1,0,0,0,1
8215,63.791,1,1,1,0,1,1,1,0,1
8947,70.439,1,1,0,1,0,1,0,1,1
7954,68.921,1,0,0,1,0,1,0,0,1
7588,48.561,1,0,0,1,1,1,1,1,1
7176,65.741,0,0,1,0,0,1,1,0,1
349,3.366,0,0,0,0,0,1,0,1,1
1666,13.791,1,0,0,0,0,0,0,0,1
403,3.084,1,1,0,0,0,0,0,1,1
8703,69.803,0,0,0,0,0,1,0,0,1
8143,65.251,1,1,0,0,1,0,1,0,1
5995,62.389,1,0,0,0,0,0,0,0,1
8781,61.462,0,0,0,1,0,0,1,0,1
6146,49.405,0,1,0,0,0,0,0,1,0
8498,43.406,1,1,0,0,1,0,1,0,1
1584,5.97,0,1,0,1,0,1,0,0,1
4765,9.313,0,1,1,1,0,0,1,0,1
2594,6.248,1,1,0,0,0,0,0,0,1
5787,44.024,0,1,0,0,0,0,0,0,0
1766,17.1,0,1,0,1,0,1,0,0,1
2886,13.493,1,0,1,0,0,0,1,0,1
3969,15.374,1,0,1,0,0,0,0,0,1
8229,57.727,0,0,0,1,0,0,0,1,1
9693,52.582,0,1,0,0,0,1,0,0,0
7452,68.68,0,1,0,0,0,0,1,1,1
1974,14.643,1,0,0,0,0,1,1,1,1
8626,61.247,0,0,1,1,0,1,0,1,1
2413,13.872,0,0,0,1,0,0,0,1,1
1355,18.886,0,0,0,0,0,0,0,0,1
1042,15.142,0,1,0,0,0,0,0,1,1
3189,21.129,1,1,0,1,0,0,1,1,1
6617,63.13,1,1,0,0,0,1,1,0,1
5772,63.287,0,1,0,0,0,0,0,1,1
4897,17.551,0,0,0,0,0,0,0,1,1
416,6.417,0,0,0,0,0,0,0,1,1
8761,46.385,0,0,1,1,0,0,0,0,1
8259,52.393,0,0,0,0,0,1,0,0,1
5,7.001,1,0,0,1,0,0,1,1,1
7392,61.953,0,0,0,0,0,1,1,0,1
1819,10.277,1,0,1,0,1,1,1,1,1
9970,61.514,0,1,0,1,0,1,0,1,1
7887,62.97,1,0,0,1,1,1,0,0,1
4576,14.318,1,1,1,1,0,1,0,1,1
8821,48.017,1,0,0,1,0,1,1,1,1
5763,51.273,1,0,0,1,0,0,0,0,0
2611,2.333,0,0,0,0,0,1,1,0,1
9388,57.272,0,1,0,1,1,0,0,0,1
8312,52.596,1,1,0,0,0,1,0,0,1
3581,1.28,1,1,1,1,0,0,1,0,1
297,5.549,1,0,1,0,0,0,1,0,1
4585,23.082,0,1,1,0,0,1,0,0,1
1497,5.497,0,1,1,1,0,0,0,1,1
9298,47.774,1,1,0,0,0,0,1,0,1
5614,60.816,1,1,0,0,0,1,1,1,1
1862,8.007,0,0,0,1,0,0,0,0,1
996,4.06,1,1,0,1,0,0,0,0,0
8851,58.519,1,0,0,0,0,0,0,1,1
6803,69.863,0,1,0,1,0,0,0,0,1
9829,58.577,0,1,1,1,0,1,1,1,1
6441,67.286,0,1,0,0,1,1,0,1,1
524,1.502,1,0,0,0,0,0,1,0,1
8726,70.34,0,1,0,1,0,0,1,0,1
5469,61.312,1,0,0,0,0,0,1,1,1
9841,60.872,0,1,0,0,0,0,0,0,1
6469,36.265,1,1,0,0,0,0,0,1,0
757,3.197,1,1,0,1,1,1,0,1,1
1412,2.495,0,1,0,0,0,0,0,0,0
8489,59.606,1,0,0,0,0,0,0,0,1
1665,14.982,1,1,0,0,0,1,0,1,1
5458,55.265,1,1,0,1,0,1,0,1,1
7134,63.802,1,1,0,0,1,1,0,1,1
6372,62.881,0,1,1,1,0,0,0,0,1
7987,62.862,1,0,0,1,0,1,0,1,1
9902,49.764,0,1,1,0,0,1,1,0,0
3741,2.658,1,1,0,1,1,1,0,0,1
5486,38.545,0,1,0,1,0,1,0,1,1
739,1.65,1,0,0,0,1,1,0,0,1
5879,66.954,0,1,0,1,0,1,1,1,1
66,4.471,1,1,0,1,0,1,1,0,1
548,22.77,1,0,0,1,0,0,0,1,1
304,16.849,1,0,0,0,0,1,1,0,1
7628,49.859,0,0,0,1,0,0,1,0,1
7581,68.985,1,0,0,0,1,1,0,0,1
4783,7.04,0,1,1,1,0,1,1,1,1
8546,71.339,1,0,0,0,1,0,0,0,1
9484,64.95,1,0,0,0,0,1,1,1,1
611,6.396,0,1,0,0,1,1,1,0,1
4958,10.709,1,1,1,1,0,0,1,1,0
2967,6.25,1,0,0,0,1,1,1,1,1
5981,57.916,1,1,0,1,1,0,0,1,1
6140,64.38,0,1,1,1,0,0,0,0,1
1662,2.552,0,0,0,0,0,0,1,1,1
1072,1.93,0,0,0,0,0,0,0,0,1
1387,12.487,1,1,0,0,0,0,1,0,0
997,9.619,0,1,0,1,0,0,1,0,1
7021,70.1,0,0,1,0,0,1,0,0,1
6556,70.528,1,1,0,0,0,0,1,1,1
3803,7.482,1,0,0,0,0,1,1,1,1
985,19.025,1,1,0,0,0,1,0,0,1
410,3.779,1,0,1,1,0,0,1,0,1
3636,1.111,1,1,0,0,1,0,1,1,0
7272,67.662,1,0,0,0,0,0,0,0,0
3819,2.111,0,1,0,0,0,0,0,0,1
2753,1.836,0,1,1,1,0,1,0,0,1
5001,54.041,0,1,0,1,0,0,1,1,1
8610,57.547,0,1,0,1,0,0,0,0,1
7455,64.912,0,0,0,0,0,0,0,1,1
2637,23.904,0,0,0,1,0,0,1,0,1
5163,50.7,1,0,0,1,0,0,0,0,1
973,2.011,0,1,0,1,1,0,0,1,1
1374,23.05,1,1,1,1,0,0,1,1,1
6277,69.503,0,1,0,1,0,1,1,0,1
7979,59.99,1,0,0,1,0,1,1,1,1
9787,60.956,0,0,0,1,0,0,0,1,1
8758,64.253,0,0,1,1,1,0,1,0,1
1084,8.458,1,0,0,1,1,1,0,1,1
4048,8.463,0,1,0,0,0,0,0,0,1
7259,59.989,0,1,1,1,0,1,1,0,0
9652,63.426,1,0,0,0,0,0,1,1,1
8800,68.688,1,1,1,1,0,1,0,1,1
6185,62.548,1,1,0,0,0,1,0,0,1
5299,44.239,0,0,1,0,0,0,0,1,1
8894,39.235,1,0,1,1,0,0,1,1,1
1791,2.543,1,1,0,1,0,0,1,0,1
1558,8.916,0,1,0,0,0,1,0,0,0
2538,15.024,0,1,0,0,0,0,0,0,1
4930,2.488,1,1,0,1,0,0,0,0,1
2540,7.409,0,0,0,0,1,0,1,1,1
5945,58.665,0,0,0,0,0,0,0,1,1
2169,3.708,1,0,1,0,0,0,0,1,1
5126,67.766,0,1,1,0,0,1,0,0,1
636,2.684,0,0,0,1,0,0,0,0,1
2231,13.858,1,1,0,0,0,1,1,1,1
81,7.832,0,0,0,1,1,1,1,0,1
3147,9.075,0,1,0,0,0,1,1,0,1
4168,6.941,0,0,0,1,0,0,1,0,1
3630,7.567,0,0,0,1,0,0,0,0,1
9330,53.82,1,1,0,1,0,1,0,0,1
5552,58.608,0,1,0,0,0,1,1,1,1
9720,46.841,0,1,0,1,0,0,0,1,1
7497,62.405,0,0,1,0,0,1,0,1,1
9801,50.855,1,1,0,1,0,0,1,0,1
212,1.417,0,0,0,1,0,0,0,1,1
2194,2.181,0,1,1,1,0,0,0,0,1
5620,65.903,1,1,0,1,0,1,0,1,1
883,14.05,1,0,0,0,1,0,1,0,1
1384,1.677,1,0,0,0,0,1,0,0,1
1561,9.301,1,1,0,1,0,0,1,1,1
4238,10.997,1,0,1,1,0,0,0,0,1
756,19.944,1,0,1,0,0,1,0,0,1
4895,6.597,0,1,1,0,1,0,0,1,1
8679,60.416,1,1,1,0,0,1,0,1,1
4156,5.878,0,0,0,1,1,0,1,0,1
6715,61.511,0,0,0,0,0,0,0,1,1
9933,64.552,1,0,0,0,0,1,1,0,1
1023,8.847,0,0,1,1,0,1,1,0,1
2534,1.413,1,0,0,0,1,0,0,1,1
395,8.952,0,0,0,0,0,0,0,0,1
5712,47.636,1,0,0,1,0,0,1,0,1
8393,70.996,1,0,0,0,0,0,0,0,1
1345,4.248,0,0,0,0,1,1,1,0,1
6830,63.629,1,0,0,1,1,0,0,0,1
3665,4.278,0,0,0,0,0,1,0,1,1
1013,6.745,1,1,0,0,0,0,0,1,1
8577,70.685,0,1,0,0,0,1,0,0,1
2935,4.8,0,1,0,0,0,1,1,1,1
6894,64.957,1,0,1,0,0,0,1,0,1
2437,19.939,1,1,0,1,0,0,1,1,1
5252,67.752,0,0,0,1,1,1,0,1,1
6818,61.909,1,1,0,0,0,1,1,0,1
8996,48.858,1,0,1,1,0,0,1,0,1
5906,68.881,1,0,0,0,1,1,0,1,1
9305,69.239,1,0,0,0,0,0,0,1,1
3053,11.314,0,0,0,1,0,0,0,0,1
9746,59.64,1,0,0,1,0,1,0,0,1
6857,59.003,1,0,0,0,0,1,0,0,1
7641,61.778,0,1,1,0,0,0,1,0,0
8092,50.536,0,1,0,1,0,0,0,1,1
7270,57.655,0,0,1,1,0,0,0,1,1
8584,52.305,1,1,0,1,0,1,0,0,1
7342,66.6,1,1,1,0,0,0,0,0,1
5259,56.909,1,0,1,1,0,0,0,0,1
1889,13.57,1,1,0,0,0,0,1,1,1
7720,54.164,1,1,1,1,0,0,0,1,1
1626,11.584,1,0,1,1,1,0,0,1,1
6261,64.345,1,1,0,0,0,0,0,1,1
698,2.995,1,1,0,1,0,0,0,1,0
1881,5.731,0,0,1,1,1,1,1,0,1
1771,7.217,0,1,0,0,0,0,0,1,1
7327,53.967,0,0,0,1,0,1,0,0,1
9888,63.194,1,1,1,1,0,0,1,0,1
6709,58.044,1,1,0,1,0,0,1,1,1
5584,52.98,1,1,0,0,0,0,1,0,1
445,10.86,1,0,0,0,0,0,1,1,1
6992,70.798,0,0,1,1,1,0,0,1,1
1399,4.323,0,1,0,1,0,1,1,0,1
7992,65.508,1,1,0,0,0,1,1,1,1
2011,20.161,1,0,0,0,1,0,1,0,0
242,2.861,0,0,0,1,0,0,0,0,1
8556,66.75,1,0,0,0,0,1,0,1,1
7951,70.402,1,1,0,0,0,0,0,0,1
7240,56.683,0,1,1,1,0,1,0,1,1
9847,66.158,0,0,0,1,1,0,0,0,1
9398,62.2,1,1,1,1,1,1,1,1,1
9702,68.324,0,1,1,1,0,0,0,0,1
4661,8.874,0,1,0,0,0,0,0,0,1
7060,68.216,0,1,0,1,0,0,1,0,1
3607,6.391,1,1,1,0,0,1,1,0,1
4455,8.868,1,0,1,0,1,1,1,1,1
8017,46.772,0,1,1,0,0,0,0,1,1
8437,61.237,1,0,1,0,0,1,1,1,1
4278,24.098,0,1,1,0,0,0,0,1,1
8655,48.451,0,0,1,0,0,0,0,0,1
451,3.471,0,0,0,1,0,1,1,1,1
6072,66.347,1,1,0,1,0,0,1,0,1
1625,4.589,0,0,0,0,1,0,0,0,1
7766,50.275,0,0,0,1,0,1,1,1,1
4260,16.532,1,0,0,0,0,0,0,0,1
501,2.818,1,0,0,0,1,1,1,1,1
4865,6.431,1,1,1,0,0,0,0,0,0
1621,11.308,0,0,1,1,0,0,1,1,1
5727,50.426,0,1,0,0,0,1,1,1,1
5797,69.145,0,0,0,1,0,0,0,0,1
70,23.921,1,1,0,0,0,0,0,1,1
2130,29.358,1,1,0,1,0,1,0,1,1
3504,3.305,0,0,0,0,0,1,1,0,1
3663,9.322,0,0,0,1,0,0,0,1,1
7517,46.778,1,1,0,1,0,0,1,0,1
196,15.877,1,0,0,0,0,0,0,1,1
9419,58.011,0,0,0,1,0,1,1,0,1
7376,47.021,1,0,0,0,1,1,0,0,1
6609,44.98,1,1,0,0,0,0,0,0,1
8038,60.156,1,0,1,0,0,1,0,0,1
7847,66.177,1,0,0,0,0,1,1,0,1
7458,61.467,0,0,0,0,0,0,1,0,0
8376,39.228,1,1,0,0,0,0,1,0,1
6788,66.926,0,1,0,1,0,0,0,0,1
117,12.583,1,1,1,1,0,1,1,1,1
2990,9.257,0,1,0,0,0,1,1,1,1
8351,65.522,0,1,0,0,0,0,0,0,1
2483,14.446,1,0,1,1,0,1,0,1,1
4524,7.461,0,1,0,0,0,0,0,0,1
6569,67.762,1,0,0,0,0,0,0,0,1
2991,5.527,0,1,0,1,0,0,0,0,1
9796,56.401,0,0,0,0,0,1,1,1,0
6458,69.21,1,0,0,1,0,1,1,0,1
2415,8.441,0,0,0,0,0,0,0,1,1
4304,4.662,1,0,1,0,0,0,0,0,1
3788,1.361,0,1,0,0,0,0,1,0,1
632,12.37,1,0,1,0,1,0,1,0,1
8777,62.52,1,1,1,0,0,1,1,0,0
4317,11.126,0,0,0,0,0,1,1,1,1
2837,6.793,1,1,0,0,0,0,0,0,1
620,11.389,1,1,0,1,0,1,0,0,1
4034,25.43,0,0,0,0,1,1,1,0,1
8179,64.495,1,0,0,1,0,0,1,0,1
9260,58.204,0,1,0,1,0,1,0,1,1
7861,57.558,1,0,1,1,0,1,0,0,1
1298,12.015,0,1,0,0,0,0,0,1,1
6494,71.83,0,1,0,1,0,0,1,0,1
4425,1.79,0,1,1,0,0,0,0,0,1
8210,57.692,0,1,0,0,1,1,1,0,1
9162,56.372,0,1,0,0,0,1,1,1,1
8094,67.219,1,1,0,1,0,1,0,1,1
2667,5.252,1,0,0,0,0,0,0,0,1
6481,54.28,1,1,0,0,0,0,0,1,1
2840,15.333,1,1,0,0,0,1,0,1,1
5649,71.72,1,0,0,0,0,1,1,0,1
9692,66.514,0,1,1,1,0,0,0,1,1
9434,64.937,0,1,1,1,0,1,0,1,1
5393,49.483,0,1,0,0,0,0,1,1,0
6758,53.772,0,0,0,0,0,0,0,1,1
7082,52.616,1,0,0,1,0,1,1,1,1
367,5.254,1,0,0,0,0,0,1,0,1
7159,68.406,0,0,0,1,0,0,1,1,1
4206,4.784,0,0,0,0,0,1,1,0,1
453,9.163,0,1,1,1,0,1,0,1,1
3242,1.626,1,1,0,0,0,0,0,1,1
5248,65.288,1,1,0,0,1,0,0,1,1
5591,61.025,1,0,1,1,1,0,1,0,1
9615,61.573,1,1,0,0,0,1,0,0,1
7136,71.11,1,1,0,0,1,0,0,0,1
7254,66.55,0,0,0,1,0,0,0,1,1
3905,15.884,0,1,0,0,1,0,1,1,1
3676,16.666,0,0,1,0,0,0,0,1,1
9127,49.731,0,0,0,1,0,1,1,1,1
6037,36.44,0,0,0,0,0,1,0,1,1
2246,7.534,1,0,0,1,0,0,1,0,1
8956,61.176,1,1,0,1,1,0,1,0,1
3239,3.174,0,1,0,1,0,1,0,0,1
4380,1.126,1,1,0,0,1,0,0,0,1
3308,4.959,1,1,0,1,0,1,0,0,1
7618,66.31,1,0,0,1,0,0,0,0,1
9053,64.991,1,0,0,1,0,1,0,1,1
1918,15.542,0,1,0,1,0,0,1,0,1
1020,15.035,0,1,0,1,0,1,0,1,1
6907,63.255,1,0,0,0,0,1,1,0,1
5305,47.012,1,1,0,1,0,1,0,0,1
5318,58.424,1,0,0,0,0,1,0,0,1
8300,61.754,1,1,0,1,1,0,0,1,1
9379,56.373,0,0,1,0,0,1,1,0,1
7900,54.53,0,1,0,0,0,0,1,1,1
7853,61.916,0,0,1,0,0,0,0,0,1
